region,kjønn,alder,år,statistikkvariabel,"07459: Befolkning, etter region, kjønn, alder, år og statistikkvariabel"
4016 Drangedal,1 Menn,F05-09 5-9 år,2025,Personer,91
4016 Drangedal,1 Menn,F10-14 10-14 år,2025,Personer,115
4016 Drangedal,1 Menn,F15-19 15-19 år,2025,Personer,137
4016 Drangedal,1 Menn,F20-24 20-24 år,2025,Personer,137
4016 Drangedal,1 Menn,F25-29 25-29 år,2025,Personer,101
4016 Drangedal,1 Menn,F30-34 30-34 år,2025,Personer,110
4016 Drangedal,1 Menn,F35-39 35-39 år,2025,Personer,91
4016 Drangedal,1 Menn,F40-44 40-44 år,2025,Personer,125
4016 Drangedal,1 Menn,F45-49 45-49 år,2025,Personer,126
4016 Drangedal,1 Menn,F50-54 50-54 år,2025,Personer,159
4016 Drangedal,1 Menn,F55-59 55-59 år,2025,Personer,157
4016 Drangedal,1 Menn,F60-64 60-64 år,2025,Personer,138
4016 Drangedal,1 Menn,F65-69 65-69 år,2025,Personer,148
4016 Drangedal,1 Menn,F70-74 70-74 år,2025,Personer,112
4016 Drangedal,1 Menn,F75-79 75-79 år,2025,Personer,112
4016 Drangedal,1 Menn,F80-84 80-84 år,2025,Personer,69
4016 Drangedal,1 Menn,F85-89 85-89 år,2025,Personer,16
4016 Drangedal,1 Menn,F90-94 90-94 år,2025,Personer,13
4016 Drangedal,1 Menn,F95-99 95-99 år,2025,Personer,5
4016 Drangedal,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,0
4018 Nome,2 Kvinner,F00-04 0-4 år,2025,Personer,125
4018 Nome,2 Kvinner,F05-09 5-9 år,2025,Personer,171
4018 Nome,2 Kvinner,F10-14 10-14 år,2025,Personer,170
4018 Nome,2 Kvinner,F15-19 15-19 år,2025,Personer,162
4018 Nome,2 Kvinner,F20-24 20-24 år,2025,Personer,169
4018 Nome,2 Kvinner,F25-29 25-29 år,2025,Personer,179
4018 Nome,2 Kvinner,F30-34 30-34 år,2025,Personer,183
4018 Nome,2 Kvinner,F35-39 35-39 år,2025,Personer,195
4018 Nome,2 Kvinner,F40-44 40-44 år,2025,Personer,182
4018 Nome,2 Kvinner,F45-49 45-49 år,2025,Personer,193
4018 Nome,2 Kvinner,F50-54 50-54 år,2025,Personer,244
4018 Nome,2 Kvinner,F55-59 55-59 år,2025,Personer,255
4018 Nome,2 Kvinner,F60-64 60-64 år,2025,Personer,230
4018 Nome,2 Kvinner,F65-69 65-69 år,2025,Personer,212
4018 Nome,2 Kvinner,F70-74 70-74 år,2025,Personer,171
4018 Nome,2 Kvinner,F75-79 75-79 år,2025,Personer,188
4018 Nome,2 Kvinner,F80-84 80-84 år,2025,Personer,126
4018 Nome,2 Kvinner,F85-89 85-89 år,2025,Personer,55
4018 Nome,2 Kvinner,F90-94 90-94 år,2025,Personer,32
4018 Nome,2 Kvinner,F95-99 95-99 år,2025,Personer,20
4018 Nome,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,4
4018 Nome,1 Menn,F00-04 0-4 år,2025,Personer,167
4018 Nome,1 Menn,F05-09 5-9 år,2025,Personer,141
4018 Nome,1 Menn,F10-14 10-14 år,2025,Personer,198
4018 Nome,1 Menn,F15-19 15-19 år,2025,Personer,198
4018 Nome,1 Menn,F20-24 20-24 år,2025,Personer,176
4018 Nome,1 Menn,F25-29 25-29 år,2025,Personer,188
4018 Nome,1 Menn,F30-34 30-34 år,2025,Personer,200
4018 Nome,1 Menn,F35-39 35-39 år,2025,Personer,171
4018 Nome,1 Menn,F40-44 40-44 år,2025,Personer,171
4018 Nome,1 Menn,F45-49 45-49 år,2025,Personer,189
4018 Nome,1 Menn,F50-54 50-54 år,2025,Personer,224
4018 Nome,1 Menn,F55-59 55-59 år,2025,Personer,278
4018 Nome,1 Menn,F60-64 60-64 år,2025,Personer,217
4018 Nome,1 Menn,F65-69 65-69 år,2025,Personer,262
4018 Nome,1 Menn,F70-74 70-74 år,2025,Personer,199
4018 Nome,1 Menn,F75-79 75-79 år,2025,Personer,164
4018 Nome,1 Menn,F80-84 80-84 år,2025,Personer,95
4018 Nome,1 Menn,F85-89 85-89 år,2025,Personer,37
4018 Nome,1 Menn,F90-94 90-94 år,2025,Personer,12
4018 Nome,1 Menn,F95-99 95-99 år,2025,Personer,4
4018 Nome,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,1
4020 Midt-Telemark,2 Kvinner,F00-04 0-4 år,2025,Personer,244
4020 Midt-Telemark,2 Kvinner,F05-09 5-9 år,2025,Personer,270
4020 Midt-Telemark,2 Kvinner,F10-14 10-14 år,2025,Personer,303
4020 Midt-Telemark,2 Kvinner,F15-19 15-19 år,2025,Personer,344
4020 Midt-Telemark,2 Kvinner,F20-24 20-24 år,2025,Personer,405
4020 Midt-Telemark,2 Kvinner,F25-29 25-29 år,2025,Personer,331
4020 Midt-Telemark,2 Kvinner,F30-34 30-34 år,2025,Personer,342
4020 Midt-Telemark,2 Kvinner,F35-39 35-39 år,2025,Personer,357
4020 Midt-Telemark,2 Kvinner,F40-44 40-44 år,2025,Personer,366
4020 Midt-Telemark,2 Kvinner,F45-49 45-49 år,2025,Personer,333
4020 Midt-Telemark,2 Kvinner,F50-54 50-54 år,2025,Personer,384
4020 Midt-Telemark,2 Kvinner,F55-59 55-59 år,2025,Personer,332
4020 Midt-Telemark,2 Kvinner,F60-64 60-64 år,2025,Personer,316
4020 Midt-Telemark,2 Kvinner,F65-69 65-69 år,2025,Personer,323
4020 Midt-Telemark,2 Kvinner,F70-74 70-74 år,2025,Personer,292
4020 Midt-Telemark,2 Kvinner,F75-79 75-79 år,2025,Personer,254
4020 Midt-Telemark,2 Kvinner,F80-84 80-84 år,2025,Personer,187
4020 Midt-Telemark,2 Kvinner,F85-89 85-89 år,2025,Personer,95
4020 Midt-Telemark,2 Kvinner,F90-94 90-94 år,2025,Personer,52
4020 Midt-Telemark,2 Kvinner,F95-99 95-99 år,2025,Personer,14
4020 Midt-Telemark,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,2
4020 Midt-Telemark,1 Menn,F00-04 0-4 år,2025,Personer,262
4020 Midt-Telemark,1 Menn,F05-09 5-9 år,2025,Personer,293
4020 Midt-Telemark,1 Menn,F10-14 10-14 år,2025,Personer,365
4020 Midt-Telemark,1 Menn,F15-19 15-19 år,2025,Personer,368
4020 Midt-Telemark,1 Menn,F20-24 20-24 år,2025,Personer,436
4020 Midt-Telemark,1 Menn,F25-29 25-29 år,2025,Personer,421
4020 Midt-Telemark,1 Menn,F30-34 30-34 år,2025,Personer,352
4020 Midt-Telemark,1 Menn,F35-39 35-39 år,2025,Personer,348
4020 Midt-Telemark,1 Menn,F40-44 40-44 år,2025,Personer,340
4020 Midt-Telemark,1 Menn,F45-49 45-49 år,2025,Personer,326
4020 Midt-Telemark,1 Menn,F50-54 50-54 år,2025,Personer,360
4020 Midt-Telemark,1 Menn,F55-59 55-59 år,2025,Personer,334
4020 Midt-Telemark,1 Menn,F60-64 60-64 år,2025,Personer,317
4020 Midt-Telemark,1 Menn,F65-69 65-69 år,2025,Personer,294
4020 Midt-Telemark,1 Menn,F70-74 70-74 år,2025,Personer,286
4020 Midt-Telemark,1 Menn,F75-79 75-79 år,2025,Personer,237
4020 Midt-Telemark,1 Menn,F80-84 80-84 år,2025,Personer,147
4020 Midt-Telemark,1 Menn,F85-89 85-89 år,2025,Personer,69
4020 Midt-Telemark,1 Menn,F90-94 90-94 år,2025,Personer,31
4020 Midt-Telemark,1 Menn,F95-99 95-99 år,2025,Personer,3
4020 Midt-Telemark,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,0
4022 Seljord,2 Kvinner,F00-04 0-4 år,2025,Personer,56
4022 Seljord,2 Kvinner,F05-09 5-9 år,2025,Personer,71
4022 Seljord,2 Kvinner,F10-14 10-14 år,2025,Personer,105
4022 Seljord,2 Kvinner,F15-19 15-19 år,2025,Personer,93
4022 Seljord,2 Kvinner,F20-24 20-24 år,2025,Personer,79
4022 Seljord,2 Kvinner,F25-29 25-29 år,2025,Personer,60
4022 Seljord,2 Kvinner,F30-34 30-34 år,2025,Personer,77
4022 Seljord,2 Kvinner,F35-39 35-39 år,2025,Personer,84
4022 Seljord,2 Kvinner,F40-44 40-44 år,2025,Personer,84
4022 Seljord,2 Kvinner,F45-49 45-49 år,2025,Personer,95
4022 Seljord,2 Kvinner,F50-54 50-54 år,2025,Personer,107
4022 Seljord,2 Kvinner,F55-59 55-59 år,2025,Personer,100
4022 Seljord,2 Kvinner,F60-64 60-64 år,2025,Personer,90
4022 Seljord,2 Kvinner,F65-69 65-69 år,2025,Personer,104
4022 Seljord,2 Kvinner,F70-74 70-74 år,2025,Personer,98
4022 Seljord,2 Kvinner,F75-79 75-79 år,2025,Personer,90
4022 Seljord,2 Kvinner,F80-84 80-84 år,2025,Personer,58
4022 Seljord,2 Kvinner,F85-89 85-89 år,2025,Personer,31
4022 Seljord,2 Kvinner,F90-94 90-94 år,2025,Personer,17
4022 Seljord,2 Kvinner,F95-99 95-99 år,2025,Personer,2
4022 Seljord,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,2
4022 Seljord,1 Menn,F00-04 0-4 år,2025,Personer,71
4022 Seljord,1 Menn,F05-09 5-9 år,2025,Personer,74
4022 Seljord,1 Menn,F10-14 10-14 år,2025,Personer,94
4022 Seljord,1 Menn,F15-19 15-19 år,2025,Personer,84
4022 Seljord,1 Menn,F20-24 20-24 år,2025,Personer,86
4022 Seljord,1 Menn,F25-29 25-29 år,2025,Personer,66
4022 Seljord,1 Menn,F30-34 30-34 år,2025,Personer,72
4022 Seljord,1 Menn,F35-39 35-39 år,2025,Personer,86
4022 Seljord,1 Menn,F40-44 40-44 år,2025,Personer,96
4022 Seljord,1 Menn,F45-49 45-49 år,2025,Personer,98
4022 Seljord,1 Menn,F50-54 50-54 år,2025,Personer,97
4022 Seljord,1 Menn,F55-59 55-59 år,2025,Personer,103
4022 Seljord,1 Menn,F60-64 60-64 år,2025,Personer,96
4022 Seljord,1 Menn,F65-69 65-69 år,2025,Personer,90
4022 Seljord,1 Menn,F70-74 70-74 år,2025,Personer,101
4022 Seljord,1 Menn,F75-79 75-79 år,2025,Personer,84
4022 Seljord,1 Menn,F80-84 80-84 år,2025,Personer,47
4022 Seljord,1 Menn,F85-89 85-89 år,2025,Personer,26
4022 Seljord,1 Menn,F90-94 90-94 år,2025,Personer,4
4022 Seljord,1 Menn,F95-99 95-99 år,2025,Personer,3
4022 Seljord,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,0
4024 Hjartdal,2 Kvinner,F00-04 0-4 år,2025,Personer,36
4024 Hjartdal,2 Kvinner,F05-09 5-9 år,2025,Personer,38
4024 Hjartdal,2 Kvinner,F10-14 10-14 år,2025,Personer,45
4024 Hjartdal,2 Kvinner,F15-19 15-19 år,2025,Personer,44
4024 Hjartdal,2 Kvinner,F20-24 20-24 år,2025,Personer,49
4024 Hjartdal,2 Kvinner,F25-29 25-29 år,2025,Personer,47
4024 Hjartdal,2 Kvinner,F30-34 30-34 år,2025,Personer,46
4024 Hjartdal,2 Kvinner,F35-39 35-39 år,2025,Personer,52
4024 Hjartdal,2 Kvinner,F40-44 40-44 år,2025,Personer,34
4024 Hjartdal,2 Kvinner,F45-49 45-49 år,2025,Personer,34
4024 Hjartdal,2 Kvinner,F50-54 50-54 år,2025,Personer,61
4024 Hjartdal,2 Kvinner,F55-59 55-59 år,2025,Personer,57
4024 Hjartdal,2 Kvinner,F60-64 60-64 år,2025,Personer,56
4024 Hjartdal,2 Kvinner,F65-69 65-69 år,2025,Personer,50
4024 Hjartdal,2 Kvinner,F70-74 70-74 år,2025,Personer,42
4024 Hjartdal,2 Kvinner,F75-79 75-79 år,2025,Personer,50
4024 Hjartdal,2 Kvinner,F80-84 80-84 år,2025,Personer,33
4024 Hjartdal,2 Kvinner,F85-89 85-89 år,2025,Personer,22
4024 Hjartdal,2 Kvinner,F90-94 90-94 år,2025,Personer,16
4024 Hjartdal,2 Kvinner,F95-99 95-99 år,2025,Personer,1
4024 Hjartdal,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,0
4024 Hjartdal,1 Menn,F00-04 0-4 år,2025,Personer,45
4024 Hjartdal,1 Menn,F05-09 5-9 år,2025,Personer,44
4024 Hjartdal,1 Menn,F10-14 10-14 år,2025,Personer,62
4024 Hjartdal,1 Menn,F15-19 15-19 år,2025,Personer,42
4024 Hjartdal,1 Menn,F20-24 20-24 år,2025,Personer,46
4024 Hjartdal,1 Menn,F25-29 25-29 år,2025,Personer,45
4024 Hjartdal,1 Menn,F30-34 30-34 år,2025,Personer,32
4024 Hjartdal,1 Menn,F35-39 35-39 år,2025,Personer,45
4024 Hjartdal,1 Menn,F40-44 40-44 år,2025,Personer,38
4024 Hjartdal,1 Menn,F45-49 45-49 år,2025,Personer,44
4024 Hjartdal,1 Menn,F50-54 50-54 år,2025,Personer,57
4024 Hjartdal,1 Menn,F55-59 55-59 år,2025,Personer,62
4024 Hjartdal,1 Menn,F60-64 60-64 år,2025,Personer,55
4024 Hjartdal,1 Menn,F65-69 65-69 år,2025,Personer,72
4024 Hjartdal,1 Menn,F70-74 70-74 år,2025,Personer,44
4024 Hjartdal,1 Menn,F75-79 75-79 år,2025,Personer,55
4024 Hjartdal,1 Menn,F80-84 80-84 år,2025,Personer,27
4024 Hjartdal,1 Menn,F85-89 85-89 år,2025,Personer,13
4024 Hjartdal,1 Menn,F90-94 90-94 år,2025,Personer,2
4024 Hjartdal,1 Menn,F95-99 95-99 år,2025,Personer,3
4024 Hjartdal,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,0
4026 Tinn,2 Kvinner,F00-04 0-4 år,2025,Personer,76
4026 Tinn,2 Kvinner,F05-09 5-9 år,2025,Personer,100
4026 Tinn,2 Kvinner,F10-14 10-14 år,2025,Personer,149
4026 Tinn,2 Kvinner,F15-19 15-19 år,2025,Personer,161
4026 Tinn,2 Kvinner,F20-24 20-24 år,2025,Personer,143
4026 Tinn,2 Kvinner,F25-29 25-29 år,2025,Personer,122
4026 Tinn,2 Kvinner,F30-34 30-34 år,2025,Personer,127
4026 Tinn,2 Kvinner,F35-39 35-39 år,2025,Personer,142
4026 Tinn,2 Kvinner,F40-44 40-44 år,2025,Personer,141
4026 Tinn,2 Kvinner,F45-49 45-49 år,2025,Personer,155
4026 Tinn,2 Kvinner,F50-54 50-54 år,2025,Personer,240
4026 Tinn,2 Kvinner,F55-59 55-59 år,2025,Personer,225
4026 Tinn,2 Kvinner,F60-64 60-64 år,2025,Personer,206
4026 Tinn,2 Kvinner,F65-69 65-69 år,2025,Personer,183
4026 Tinn,2 Kvinner,F70-74 70-74 år,2025,Personer,184
4026 Tinn,2 Kvinner,F75-79 75-79 år,2025,Personer,176
4026 Tinn,2 Kvinner,F80-84 80-84 år,2025,Personer,120
4026 Tinn,2 Kvinner,F85-89 85-89 år,2025,Personer,57
4026 Tinn,2 Kvinner,F90-94 90-94 år,2025,Personer,29
4026 Tinn,2 Kvinner,F95-99 95-99 år,2025,Personer,8
4026 Tinn,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,3
4026 Tinn,1 Menn,F00-04 0-4 år,2025,Personer,90
4026 Tinn,1 Menn,F05-09 5-9 år,2025,Personer,112
4026 Tinn,1 Menn,F10-14 10-14 år,2025,Personer,136
4026 Tinn,1 Menn,F15-19 15-19 år,2025,Personer,184
4026 Tinn,1 Menn,F20-24 20-24 år,2025,Personer,147
4026 Tinn,1 Menn,F25-29 25-29 år,2025,Personer,138
4026 Tinn,1 Menn,F30-34 30-34 år,2025,Personer,138
4026 Tinn,1 Menn,F35-39 35-39 år,2025,Personer,155
4026 Tinn,1 Menn,F40-44 40-44 år,2025,Personer,152
4026 Tinn,1 Menn,F45-49 45-49 år,2025,Personer,165
4026 Tinn,1 Menn,F50-54 50-54 år,2025,Personer,218
4026 Tinn,1 Menn,F55-59 55-59 år,2025,Personer,229
4026 Tinn,1 Menn,F60-64 60-64 år,2025,Personer,206
4026 Tinn,1 Menn,F65-69 65-69 år,2025,Personer,215
4026 Tinn,1 Menn,F70-74 70-74 år,2025,Personer,194
4026 Tinn,1 Menn,F75-79 75-79 år,2025,Personer,159
4026 Tinn,1 Menn,F80-84 80-84 år,2025,Personer,80
4026 Tinn,1 Menn,F85-89 85-89 år,2025,Personer,41
4026 Tinn,1 Menn,F90-94 90-94 år,2025,Personer,15
4026 Tinn,1 Menn,F95-99 95-99 år,2025,Personer,8
4026 Tinn,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,0
4028 Kviteseid,2 Kvinner,F00-04 0-4 år,2025,Personer,45
4028 Kviteseid,2 Kvinner,F05-09 5-9 år,2025,Personer,52
4028 Kviteseid,2 Kvinner,F10-14 10-14 år,2025,Personer,56
4028 Kviteseid,2 Kvinner,F15-19 15-19 år,2025,Personer,43
4028 Kviteseid,2 Kvinner,F20-24 20-24 år,2025,Personer,83
4028 Kviteseid,2 Kvinner,F25-29 25-29 år,2025,Personer,46
4028 Kviteseid,2 Kvinner,F30-34 30-34 år,2025,Personer,57
4028 Kviteseid,2 Kvinner,F35-39 35-39 år,2025,Personer,64
4028 Kviteseid,2 Kvinner,F40-44 40-44 år,2025,Personer,64
4028 Kviteseid,2 Kvinner,F45-49 45-49 år,2025,Personer,65
4028 Kviteseid,2 Kvinner,F50-54 50-54 år,2025,Personer,103
4028 Kviteseid,2 Kvinner,F55-59 55-59 år,2025,Personer,97
4028 Kviteseid,2 Kvinner,F60-64 60-64 år,2025,Personer,107
4028 Kviteseid,2 Kvinner,F65-69 65-69 år,2025,Personer,83
4028 Kviteseid,2 Kvinner,F70-74 70-74 år,2025,Personer,67
4028 Kviteseid,2 Kvinner,F75-79 75-79 år,2025,Personer,60
4028 Kviteseid,2 Kvinner,F80-84 80-84 år,2025,Personer,55
4028 Kviteseid,2 Kvinner,F85-89 85-89 år,2025,Personer,30
4028 Kviteseid,2 Kvinner,F90-94 90-94 år,2025,Personer,24
4028 Kviteseid,2 Kvinner,F95-99 95-99 år,2025,Personer,5
4028 Kviteseid,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,0
4028 Kviteseid,1 Menn,F00-04 0-4 år,2025,Personer,66
4028 Kviteseid,1 Menn,F05-09 5-9 år,2025,Personer,52
4028 Kviteseid,1 Menn,F10-14 10-14 år,2025,Personer,76
4028 Kviteseid,1 Menn,F15-19 15-19 år,2025,Personer,66
4028 Kviteseid,1 Menn,F20-24 20-24 år,2025,Personer,61
4028 Kviteseid,1 Menn,F25-29 25-29 år,2025,Personer,53
4028 Kviteseid,1 Menn,F30-34 30-34 år,2025,Personer,68
4028 Kviteseid,1 Menn,F35-39 35-39 år,2025,Personer,82
4028 Kviteseid,1 Menn,F40-44 40-44 år,2025,Personer,68
4028 Kviteseid,1 Menn,F45-49 45-49 år,2025,Personer,71
4028 Kviteseid,1 Menn,F50-54 50-54 år,2025,Personer,89
4028 Kviteseid,1 Menn,F55-59 55-59 år,2025,Personer,90
4028 Kviteseid,1 Menn,F60-64 60-64 år,2025,Personer,120
4028 Kviteseid,1 Menn,F65-69 65-69 år,2025,Personer,94
4028 Kviteseid,1 Menn,F70-74 70-74 år,2025,Personer,85
4028 Kviteseid,1 Menn,F75-79 75-79 år,2025,Personer,63
4028 Kviteseid,1 Menn,F80-84 80-84 år,2025,Personer,31
4028 Kviteseid,1 Menn,F85-89 85-89 år,2025,Personer,23
4028 Kviteseid,1 Menn,F90-94 90-94 år,2025,Personer,9
4028 Kviteseid,1 Menn,F95-99 95-99 år,2025,Personer,0
4028 Kviteseid,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,0
4030 Nissedal,2 Kvinner,F00-04 0-4 år,2025,Personer,37
4030 Nissedal,2 Kvinner,F05-09 5-9 år,2025,Personer,41
4030 Nissedal,2 Kvinner,F10-14 10-14 år,2025,Personer,44
4030 Nissedal,2 Kvinner,F15-19 15-19 år,2025,Personer,51
4030 Nissedal,2 Kvinner,F20-24 20-24 år,2025,Personer,29
4030 Nissedal,2 Kvinner,F25-29 25-29 år,2025,Personer,20
4030 Nissedal,2 Kvinner,F30-34 30-34 år,2025,Personer,34
4030 Nissedal,2 Kvinner,F35-39 35-39 år,2025,Personer,40
4030 Nissedal,2 Kvinner,F40-44 40-44 år,2025,Personer,34
4030 Nissedal,2 Kvinner,F45-49 45-49 år,2025,Personer,56
4030 Nissedal,2 Kvinner,F50-54 50-54 år,2025,Personer,46
4030 Nissedal,2 Kvinner,F55-59 55-59 år,2025,Personer,49
4030 Nissedal,2 Kvinner,F60-64 60-64 år,2025,Personer,55
4030 Nissedal,2 Kvinner,F65-69 65-69 år,2025,Personer,61
4030 Nissedal,2 Kvinner,F70-74 70-74 år,2025,Personer,53
4030 Nissedal,2 Kvinner,F75-79 75-79 år,2025,Personer,39
4030 Nissedal,2 Kvinner,F80-84 80-84 år,2025,Personer,25
4030 Nissedal,2 Kvinner,F85-89 85-89 år,2025,Personer,14
4030 Nissedal,2 Kvinner,F90-94 90-94 år,2025,Personer,4
4030 Nissedal,2 Kvinner,F95-99 95-99 år,2025,Personer,3
4030 Nissedal,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,1
4030 Nissedal,1 Menn,F00-04 0-4 år,2025,Personer,30
4030 Nissedal,1 Menn,F05-09 5-9 år,2025,Personer,33
4030 Nissedal,1 Menn,F10-14 10-14 år,2025,Personer,50
4030 Nissedal,1 Menn,F15-19 15-19 år,2025,Personer,38
4030 Nissedal,1 Menn,F20-24 20-24 år,2025,Personer,41
4030 Nissedal,1 Menn,F25-29 25-29 år,2025,Personer,37
4030 Nissedal,1 Menn,F30-34 30-34 år,2025,Personer,32
4030 Nissedal,1 Menn,F35-39 35-39 år,2025,Personer,40
4030 Nissedal,1 Menn,F40-44 40-44 år,2025,Personer,41
4030 Nissedal,1 Menn,F45-49 45-49 år,2025,Personer,43
4030 Nissedal,1 Menn,F50-54 50-54 år,2025,Personer,53
4030 Nissedal,1 Menn,F55-59 55-59 år,2025,Personer,59
4030 Nissedal,1 Menn,F60-64 60-64 år,2025,Personer,51
4030 Nissedal,1 Menn,F65-69 65-69 år,2025,Personer,60
4030 Nissedal,1 Menn,F70-74 70-74 år,2025,Personer,61
4030 Nissedal,1 Menn,F75-79 75-79 år,2025,Personer,46
4030 Nissedal,1 Menn,F80-84 80-84 år,2025,Personer,20
4030 Nissedal,1 Menn,F85-89 85-89 år,2025,Personer,10
4030 Nissedal,1 Menn,F90-94 90-94 år,2025,Personer,4
4030 Nissedal,1 Menn,F95-99 95-99 år,2025,Personer,1
4030 Nissedal,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,0
4032 Fyresdal,2 Kvinner,F00-04 0-4 år,2025,Personer,19
4032 Fyresdal,2 Kvinner,F05-09 5-9 år,2025,Personer,23
4032 Fyresdal,2 Kvinner,F10-14 10-14 år,2025,Personer,37
4032 Fyresdal,2 Kvinner,F15-19 15-19 år,2025,Personer,37
4032 Fyresdal,2 Kvinner,F20-24 20-24 år,2025,Personer,32
4032 Fyresdal,2 Kvinner,F25-29 25-29 år,2025,Personer,22
4032 Fyresdal,2 Kvinner,F30-34 30-34 år,2025,Personer,38
4032 Fyresdal,2 Kvinner,F35-39 35-39 år,2025,Personer,27
4032 Fyresdal,2 Kvinner,F40-44 40-44 år,2025,Personer,34
4032 Fyresdal,2 Kvinner,F45-49 45-49 år,2025,Personer,44
4032 Fyresdal,2 Kvinner,F50-54 50-54 år,2025,Personer,41
4032 Fyresdal,2 Kvinner,F55-59 55-59 år,2025,Personer,50
4032 Fyresdal,2 Kvinner,F60-64 60-64 år,2025,Personer,38
4032 Fyresdal,2 Kvinner,F65-69 65-69 år,2025,Personer,58
4032 Fyresdal,2 Kvinner,F70-74 70-74 år,2025,Personer,32
4032 Fyresdal,2 Kvinner,F75-79 75-79 år,2025,Personer,35
4032 Fyresdal,2 Kvinner,F80-84 80-84 år,2025,Personer,25
4032 Fyresdal,2 Kvinner,F85-89 85-89 år,2025,Personer,12
4032 Fyresdal,2 Kvinner,F90-94 90-94 år,2025,Personer,5
4032 Fyresdal,2 Kvinner,F95-99 95-99 år,2025,Personer,1
4032 Fyresdal,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,0
4032 Fyresdal,1 Menn,F00-04 0-4 år,2025,Personer,27
4032 Fyresdal,1 Menn,F05-09 5-9 år,2025,Personer,29
4032 Fyresdal,1 Menn,F10-14 10-14 år,2025,Personer,39
4032 Fyresdal,1 Menn,F15-19 15-19 år,2025,Personer,42
4032 Fyresdal,1 Menn,F20-24 20-24 år,2025,Personer,35
4032 Fyresdal,1 Menn,F25-29 25-29 år,2025,Personer,32
4032 Fyresdal,1 Menn,F30-34 30-34 år,2025,Personer,30
4032 Fyresdal,1 Menn,F35-39 35-39 år,2025,Personer,34
4032 Fyresdal,1 Menn,F40-44 40-44 år,2025,Personer,38
4032 Fyresdal,1 Menn,F45-49 45-49 år,2025,Personer,39
4032 Fyresdal,1 Menn,F50-54 50-54 år,2025,Personer,49
4032 Fyresdal,1 Menn,F55-59 55-59 år,2025,Personer,43
4032 Fyresdal,1 Menn,F60-64 60-64 år,2025,Personer,53
4032 Fyresdal,1 Menn,F65-69 65-69 år,2025,Personer,46
4032 Fyresdal,1 Menn,F70-74 70-74 år,2025,Personer,46
4032 Fyresdal,1 Menn,F75-79 75-79 år,2025,Personer,31
4032 Fyresdal,1 Menn,F80-84 80-84 år,2025,Personer,18
4032 Fyresdal,1 Menn,F85-89 85-89 år,2025,Personer,8
4032 Fyresdal,1 Menn,F90-94 90-94 år,2025,Personer,4
4032 Fyresdal,1 Menn,F95-99 95-99 år,2025,Personer,2
4032 Fyresdal,1 Menn,F100G5+ 100 år eller eldre,2025,Personer,1
4034 Tokke,2 Kvinner,F00-04 0-4 år,2025,Personer,46
4034 Tokke,2 Kvinner,F05-09 5-9 år,2025,Personer,46
4034 Tokke,2 Kvinner,F10-14 10-14 år,2025,Personer,63
4034 Tokke,2 Kvinner,F15-19 15-19 år,2025,Personer,75
4034 Tokke,2 Kvinner,F20-24 20-24 år,2025,Personer,46
4034 Tokke,2 Kvinner,F25-29 25-29 år,2025,Personer,57
4034 Tokke,2 Kvinner,F30-34 30-34 år,2025,Personer,59
4034 Tokke,2 Kvinner,F35-39 35-39 år,2025,Personer,59
4034 Tokke,2 Kvinner,F40-44 40-44 år,2025,Personer,61
4034 Tokke,2 Kvinner,F45-49 45-49 år,2025,Personer,60
4034 Tokke,2 Kvinner,F50-54 50-54 år,2025,Personer,77
4034 Tokke,2 Kvinner,F55-59 55-59 år,2025,Personer,77
4034 Tokke,2 Kvinner,F60-64 60-64 år,2025,Personer,84
4034 Tokke,2 Kvinner,F65-69 65-69 år,2025,Personer,79
4034 Tokke,2 Kvinner,F70-74 70-74 år,2025,Personer,71
4034 Tokke,2 Kvinner,F75-79 75-79 år,2025,Personer,60
4034 Tokke,2 Kvinner,F80-84 80-84 år,2025,Personer,25
4034 Tokke,2 Kvinner,F85-89 85-89 år,2025,Personer,30
4034 Tokke,2 Kvinner,F90-94 90-94 år,2025,Personer,14
4034 Tokke,2 Kvinner,F95-99 95-99 år,2025,Personer,4
4034 Tokke,2 Kvinner,F100G5+ 100 år eller eldre,2025,Personer,4
4034 Tokke,1 Menn,F00-04 0-4 år,2025,Personer,62
4034 Tokke,1 Menn,F05-09 5-9 år,2025,Personer,51
4034 Tokke,1 Menn,F10-14 10-14 år,2025,Personer,59
4034 Tokke,1 Menn,F15-19 15-19 år,2025,Personer,70
4034 Tokke,1 Menn,F20-24 20-24 år,2025,Personer,53
4034 Tokke,1 Menn,F25-29 25-29 år,2025,Personer,58
